Município;Código;Gentílico;Prefeito2021;ÁreaTerritorialkm2_2022;PopulaçãoResidentepessoas2022;Densidadedemográficahab_km2_2022;Escolarização6_14anosporcentagem2010;IDHM2010;Mortalidadeinfantilóbitospormilnascidosvivos2022;Totalreceitasbrutasrealizadasreais2023;Totaldespesasbrutasempenhadasreais2023;PIBpercapitareais2021
Caldazinha;5204557;caldazinhense;SOLANGE MARIA GOUVEIA CASTRO;251.72;4507;17.9;93.3;0.685;;30901020.77;29164328.1;21702.16
Campestre de Goiás;5204607;campestrino;FABIANO QUEIROZ CAPUZZO;272.734;3755;13.77;97.7;0.653;;31208582.82;28036107.06;19862.56
Campinaçu;5204656;campinaçuense;DOUGLAS ADYEL RIBEIRO DE FARIA;1978.386;3708;1.87;93.5;0.631;;43741200.54;37280398.64;30457.5
Campinorte;5204706;campinortense;CLEOMAR MARTINS DE ARAÚJO;1064.541;12510;11.75;99.1;0.688;19.74;60073478.03;57538624.02;25855.05
Campo Alegre de Goiás;5204805;campoalegrense;JOSÉ ANTONIO NETO SIQUEIRA;2450.111;7422;3.03;98.7;0.694;12.2;70814205.17;62958554.29;107398.29
Campo Limpo de Goiás;5204854;campolimpense;GRACIELE MARTA DO NASCIMENTO;156.113;8081;51.76;97.2;0.661;16;44167675.6;38953934.55;20415.37
Campos Belos;5204904;campobelense;PABLO GEOVANNI MOREIRA BATISTA;735.126;18108;24.63;99.4;0.692;3.58;83817352.77;86397893.21;15667.6
Campos Verdes;5204953;campoverdense;HAROLDO NAVES SOARES;443.125;4005;9.04;97;0.654;24.39;38697316.29;37678177.78;36924.53
Carmo do Rio Verde;5205000;carmorioverdino;GERALDO DOS REIS OLIVEIRA;419.821;9710;23.13;99.4;0.713;;37199966.43;51326958.44;47391.43
Castelândia;5205059;castelandense;MARCOS ANTONIO CARLOS;299.228;2985;9.98;92.8;0.701;66.67;36875536.36;33742879.17;27104.65
Catalão;5205109;catalano;ADIB ELIAS JUNIOR;3826.37;114427;29.9;97.1;0.766;17.91;499226001.01;791895596.6;87685.74
Caturaí;5205208;caturaiense;DIVINA APARECIDA ZAGO SOUSA;205.065;5184;25.28;98;0.664;55.56;28306895.98;26359882.66;19635.13
Cavalcante;5205307;cavalcantense;VILMAR SOUZA COSTA;6948.78;9583;1.38;92.9;0.584;13.7;38009913.76;56162663.81;39322.37
Ceres;5205406;ceresino;EDMARIO DE CASTRO BARBOSA;213.07;22046;103.47;99.3;0.775;12.61;122866436.92;147539188.7;32787.08
Cezarina;5205455;cezarinense;VALTENIR GONÇALVES DA SILVA;417.08;8090;19.4;97.8;0.711;;55864525.78;55063372.14;43779.36
Chapadão do Céu;5205471;chapadense;EDUARDO PAGNONCELLI PEIXOTO;2184.076;12870;5.89;93.3;0.742;8.7;190264401.11;164860656.9;202715.24
Cidade Ocidental;5205497;ocidentalense;FÁBIO CORREA DE OLIVEIRA;389.984;91767;235.31;97.2;0.717;15.23;270817719.73;265733206.8;13528.98
Cocalzinho de Goiás;5205513;cocalzinhense;Alessandro Otone Barcelos;1785.339;25016;14.01;95.2;0.657;13.51;106935849.13;93225299.59;21006.17
Colinas do Sul;5205521;colinense;FERNANDO PAULINO DA SILVA;1707.519;4030;2.36;95.2;0.658;85.71;36116964.99;33032654.86;21095.95
Córrego do Ouro;5205703;corregorino;MURILO CESAR DA SILVA;458.077;2454;5.36;97.2;0.686;;31210912.95;27894415.27;32995.73
Corumbá de Goiás;5205802;corumbaense;FRANCISCO ALESSANDRO FERNANDES;1064.833;10562;9.92;96.6;0.68;;48146148.45;45462542.7;23188.22
Corumbaíba;5205901;corumbaibense;SEBASTIÃO RODRIGUES GOMES FILHO;1864.277;9164;4.92;95.5;0.698;;79739639.04;73610215.59;70839.08
Cristalina;5206206;cristalinense;DANIEL SABINO VAZ;6153.921;62337;10.13;95.6;0.699;12.37;377866000.66;349408991.7;74974.64
Cristianópolis;5206305;cristianopolino;JULIANA IZABEL DE PAULA COSTA;221.624;3504;15.81;98.7;0.688;;40711190.26;33080241.42;40548.09
Crixás;5206404;crixasense;CARLOS SEIXO DE BRITO JUNIOR;4673.039;17065;3.65;96.7;0.708;4.85;147604337.61;131927301.9;40809.95
Cromínia;5206503;crominiense;GILVANDER ALVES PEREIRA;364.918;3883;10.64;95.7;0.706;;25505996.11;30273671.17;28790.65
Cumari;5206602;cumarino;JOÃO BATISTA DAVI RIOS;568.365;2927;5.15;99.7;0.737;;31253972.69;30011674.76;34350.06
Damianópolis;5206701;damianopolino;ANDREIA LINS DEPOLLO;417.625;3770;9.03;100;0.654;;33416322.06;29064275.1;13621.15
Damolândia;5206800;damolandense;ROGÉRIO LABANCA NETO;86.057;2724;31.65;98.6;0.697;;27217393.56;23085440.66;17831.38
Davinópolis;5206909;davinopolino;DIOGO ROSA NUNES;482.857;1902;3.94;98.5;0.716;;41276355.31;35517758.04;278454.66
Diorama;5207105;dioramense;ALTAMIRO JOSE DE LIMA;685.382;2062;3.01;100;0.729;;22937536.33;25788617.79;39096.53
Doverlândia;5207253;doverlandense;GENILVA KATIA RODRIGUES DE ASSIS;3227.558;6956;2.16;96.4;0.668;25.64;63226330.58;59431801.08;55878.01
Edealina;5207352;edealinense;DOLORES CRISTINA LEANDRO NEVES;598.218;4001;6.69;98.6;0.702;;54643027.84;52468449.66;110169.39
Edéia;5207402;edeiense;JOSE WAGNER NEVES DE ANDRADE;1469.099;11747;8;98.2;0.739;6.94;95258485.77;91343578.44;73518.51
Estrela do Norte;5207501;estrelanortense;EDMAR DE ASSIS SILVA;301.139;3205;10.64;97.8;0.707;;38415858.6;33603820.67;22992.23
Faina;5207535;fainense;PAULO ROBERTO VIEIRA;1949.685;7070;3.63;97.9;0.65;;45454259.27;45168199.4;25676.74
Fazenda Nova;5207600;fazendanovense;MARCUS VINICIUS AZEREDO COSTA;1279.107;5877;4.59;88.5;0.685;;36037122.21;32999232.43;27855.7
Firminópolis;5207808;firminopolense;JOSE AIRTON DE OLIVEIRA;422.34;10419;24.67;98.1;0.732;20.2;56318243.56;45530825.27;20002.51
Flores de Goiás;5207907;florense;ALTRAN LOPES AVELAR NERY;3695.106;13744;3.72;96.6;0.597;10.31;74065357.41;62176856.05;14409.16
Formosa;5208004;formosense;GUSTAVO MARQUES DE OLIVEIRA;5804.292;115901;19.97;96.6;0.744;11.79;430385811.37;469584925;25836.62
Formoso;5208103;formosense;HALISON MACEDO DOS SANTOS;843.42;4660;5.53;96.8;0.715;;37504564.31;39208747.86;27249.74
Gameleira de Goiás;5208152;gameleirense;WILSON TAVARES DE SOUSA JUNIOR;588.328;3456;5.87;99.5;0.659;;38801793.53;32617149.19;79664.33
Divinópolis de Goiás;5208301;divinopolino;CHARLEY RODRIGUES TOLENTINO;828.874;4457;5.38;97.1;0.653;;33920137.59;29768838.51;19506.41
Goianápolis;5208400;goianapolino;JEOVA LEITE CARDOSO;166.642;13967;83.81;96.4;0.703;11.36;67945733.59;58585369.2;26244.18
Goiandira;5208509;goiandirense;ALLISSON HENRIQUE BARBOSA PEIXOTO;569.917;4973;8.73;98.6;0.76;;38425753.69;34307657.06;35786.48
Goianésia;5208608;goianesiense;LEONARDO SILVA MENEZES;1547.319;73707;47.64;98;0.727;15.08;340830250.91;332554062.4;26209.49
Goiânia;5208707;goianiense;ROGÉRIO CRUZ;729.296;1437366;1970.9;96.4;0.799;10.17;8149700839.88;8341825493;38483.54
Goianira;5208806;goianirense;CARLOS ALBERTO ANDRADE OLIVEIRA;213.772;71916;336.41;97.6;0.694;18.74;258349098.76;245177794.4;23827.46
Goiás;5208905;goiano;ADERSON LIBERATO GOUVEA;3108.423;24071;7.74;98.2;0.709;8.7;132549283.24;121927729.9;34522.53
Goiatuba;5209101;goiatubense;JOSE ALVES VIEIRA;2479.591;35664;14.38;96.9;0.725;10.03;207392992.01;333728948.5;63235.88
Gouvelândia;5209150;gouvelandense;FAUSTO CAIADO BARBOSA;827.373;4390;5.31;98.8;0.674;18.87;52902479.43;47398438.59;27875.01
Guapó;5209200;guapoense;COLEMAR CARDOSO DE QUEIROZ;514.178;19545;38.01;96.8;0.697;17.94;84539587.53;78243607.87;24473.26
Guaraíta;5209291;guaraitense;ADNA FERREIRA DE ALMEIDA MARTINS;205.533;2188;10.65;98.4;0.687;;25656058.64;23218884.61;27385.52
Guarani de Goiás;5209408;guaraniense;JANÉZIO PEREIRA DA SILVA;1221.054;4085;3.35;97.2;0.637;24.39;37984735.58;32559976.33;22647.9
Guarinos;5209457;guarinense;JOSÉ ANTÔNIO DA SILVA;593.188;2161;3.64;98.1;0.652;;20168059.26;22073864.83;38276.46
Heitoraí;5209606;heitoraiense;LUCIO PIRES DOS SANTOS;228.615;3354;14.67;97;0.694;;22483995.59;19182934.81;22414.5
Hidrolândia;5209705;hidrolandense;JOSÉ DÉLIO ALVES JÚNIOR;952.122;27742;29.14;97.1;0.706;17.44;172701033.19;150839450.2;58986.49
Hidrolina;5209804;hidrolinense;ELI GONÇALVES SIQUEIRA;583.756;3545;6.07;98;0.677;30.3;30991066.61;28427435.33;25432.76
Iaciara;5209903;iaciarense;WAGNER NERY SAMPAIO;1547.183;10584;6.84;97.2;0.644;10.58;57906250.76;53429675.32;15934.79
Inaciolândia;5209937;inaciolandense;CLÁUDIO HENRIQUE CAIXETA;689.201;5954;8.64;98.4;0.692;33.9;49754848.3;47551399.63;37852.64
Indiara;5209952;indiarense;DIVINO MARQUES DE SOUSA;955.419;17061;17.86;96.8;0.701;;99983752.42;111567187.2;41116.41
Inhumas;5210000;inhumense;JOAO ANTONIO FERREIRA;614.887;52204;84.9;98.4;0.72;14.08;231769569.51;219676005.4;26208.47
Ipameri;5210109;ipamerino;JANIO PACHECO;4382.863;25548;5.83;97.4;0.701;19.69;203033767.04;192760199.8;88777.75
Ipiranga de Goiás;5210158;ipiranguense;ALEX DE QUEIROZ;244.209;2919;11.95;98.1;0.696;;32552169.63;30180736.71;24183.63
Iporá;5210208;iporaense;NAÇOITAN ARAUJO LEITE;1027.249;35684;34.74;98.4;0.743;11.21;175196695.83;158947473.8;27844.57
Israelândia;5210307;israelandense;ADELÍCIA MOURA DA COSTA;579.19;2560;4.42;99.5;0.711;;27681273.13;24904493.04;25779.67
Itaberaí;5210406;itaberino;RITA DE CASSIA SOARES MENDONÇA;1461.916;44734;30.6;97.5;0.719;16.89;237354311.01;207954842.3;40717.25
Itaguari;5210562;itaguarino;ADELINO SOUZA AQUINO;142.652;4963;34.79;98.4;0.693;26.32;31397531.85;27905972.44;20950.72
Itaguaru;5210604;itaguaruense;EDILSON FILGUEIRA DA SILVA;241.029;4904;20.35;99;0.718;;36365854.12;31610443.32;20077.23
Itajá;5210802;itajaense;RENIS CESAR DE OLIVEIRA;2082.736;4380;2.1;98;0.691;;44930376.35;43547924.45;29804.12
Itapaci;5210901;itapacino;MARIO JOSE SALLES;952.998;21087;22.13;97.5;0.725;15.69;94852243.4;95939880.47;22957.92
Itapirapuã;5211008;itapirapuano;ERIVALDO ALEXANDRE DA SILVA;2047.874;8007;3.91;98.1;0.677;;45751737.27;37258710.82;50746.28
Itapuranga;5211206;itapuranguense;GERALDO PAULO FERNANDES;1281.404;26113;20.38;99.2;0.726;6.25;124508421.94;112440441.6;21625.79
Itarumã;5211305;itarumaense;RICARDO FRANCISCO GOULART;3437.367;6101;1.77;95.2;0.693;12.35;56463766.48;48078057.58;44273.04
Itauçu;5211404;itauçuense;CLAYTON PEREIRA DE MELO;383.066;7736;20.19;95.7;0.718;38.46;63038962.94;58683495.93;24446.39
Itumbiara;5211503;itumbiarense;DIONE JOSÉ DE ARAUJO;2447.014;107970;44.12;97.9;0.752;11.94;641754935.92;623491677.4;49832.28
Ivolândia;5211602;ivolandense;VALDESSON VIEIRA JUNIOR;1260.841;2693;2.14;97.1;0.704;41.67;36601888.8;30160628.71;60836.45
Jandaia;5211701;jandaiense;MILENA PEREIRA LOPES MOURA;863.087;6272;7.27;99.6;0.707;40;55488177.53;51549999.5;71123.73
Jaraguá;5211800;jaraguense;PAULO VITOR AVELAR;1848.947;45223;24.46;96.4;0.699;9.09;180557398.33;183282898.2;17633.06
Jataí;5211909;jataiense;HUMBERTO DE FREITAS MACHADO;7178.792;105729;14.73;97.5;0.757;13.32;694278510.91;606216120.2;77472
Jaupaci;5212006;jaupacino;LAERTE DOURADO DOS SANTOS;528.783;2924;5.53;100;0.689;;26003609.9;23540145.96;29246.5
Jesúpolis;5212055;jesupolino;ADRIANO PEIXOTO OLIVEIRA;115.211;2123;18.43;92.5;0.649;;30820566.45;26993115.75;15883.46
Joviânia;5212105;jovianiense;RENIS EUSTAQUIO GONÇALVES;446.258;7159;16.04;96.8;0.706;;58047492.96;50608743.09;46127.55
Jussara;5212204;jussariano;MARIA IDALI DA SILVA BONTEMPO;4092.34;19620;4.79;97.6;0.743;8.44;141758222.41;133135934.3;37965.38
Lagoa Santa;5212253;lagoense;NUCIA KELLY DE FREITAS OLIVEIRA;463.289;1390;3;98.5;0.74;;28492801.04;21178449.56;30915.65
Leopoldo de Bulhões;5212303;leopoldense;JOÃO ALECIO MENDES;476.137;8745;18.37;97.3;0.659;10.99;52577570.88;50238097.13;44788.08
Luziânia;5212501;luzianiense;DIEGO VAZ SORGATTO;3962.107;209129;52.78;97;0.701;12.01;250388773.3;617884946.8;25322.67
Mairipotaba;5212600;mairipotabense;CARLOS HENRIQUE RODRIGUES PEREIRA;468.029;2561;5.47;99.3;0.745;;22515434.09;27585782.51;37444.08
Mambaí;5212709;mambaiense;JOAQUIM BARBOSA FILHO;858.27;8124;9.47;96.4;0.626;;44800702.93;38448246.9;11591.02
Mara Rosa;5212808;mararrosense;FLAVIO DIVINO MAURICIO DE MOURA;1695.463;10700;6.31;98.3;0.691;16.67;71281434.24;79206641.76;31540.79
Marzagão;5212907;marzagonense;SOLIMAR CARDOSO DE SOUZA;225.518;2758;12.23;98.8;0.699;;33369579.01;26427114.89;30283.73
Matrinchã;5212956;matrinchaense;IVÂNIA ALVES FERNANDES PESSOA;1150.503;4042;3.51;97.9;0.679;;39061878.64;34249668.78;39493.54
Maurilândia;5213004;maurilandense;EDJANE ALVES DE ALMEIDA;389.959;10304;26.42;97.5;0.677;15.38;63801632.69;63643557.27;17016.16
Mimoso de Goiás;5213053;mimosense;ROSANGELA ALVES DOS REIS;1380.701;2614;1.89;99.6;0.665;;23166105.43;23762017.8;96137.29
Minaçu;5213087;minaçuense;CARLOS ALBERTO LEREIA DA SILVA;2854.137;27075;9.49;98.6;0.707;2.91;207181562.48;196408514.2;45467.16
Mineiros;5213103;mineirense;ALEOMAR DE OLIVEIRA REZENDE;9042.844;70081;7.75;97.3;0.718;9.52;623126880.68;582571876.5;47334.97
Moiporá;5213400;moiporaense;WILSON JOSE FERREIRA;452.314;1685;3.73;99.6;0.696;;24735247.93;19149012.27;36192.97
Monte Alegre de Goiás;5213509;montealegrense;FELIPI DE SOUSA CAMPOS;3119.86;6692;2.14;95.7;0.615;8.7;34328928.44;31122170.82;13730.33
Montes Claros de Goiás;5213707;montesclarense;JOSE VILMAR MACIEL;2900.397;8756;3.02;99.6;0.707;11.24;71040588.83;66269743.78;62061.41
Montividiu;5213756;montividiuense;EDSON BUENO COUTINHO;1869.581;12521;6.7;98.4;0.733;6.21;123103869.29;102383208.8;115134.24
Montividiu do Norte;5213772;montividense;JACIRA MARTINS FERNANDES PAIVA;1337.232;3779;2.83;96.8;0.613;;31259268.82;27531439.24;23981.14
Morrinhos;5213806;morrinhense;JOAQUIM GUILHERME BARBOSA DE SOUZA;2846.299;51351;18.04;97.9;0.734;1.61;230257162.64;224954374.1;39557.81
Morro Agudo de Goiás;5213855;morroagudense;ANATAIR ANTONIO SANTANA;282.333;2456;8.7;99.7;0.695;38.46;32253540.87;26466125.71;24727.92
Mossâmedes;5213905;mossamedino;CÁCIO MOREIRA ADORNO;684.882;4654;6.8;99.2;0.706;;49604060.82;39103138.25;31996.24
Mozarlândia;5214002;mozarlandense;VALTER ALEIXO;1738.516;14750;8.48;97.5;0.683;;89261889.85;100443456.5;63757.4
Mundo Novo;5214051;mundonovense;MARLENE LOURENÇO;2141.534;6189;2.89;97.7;0.634;11.49;39679679.53;36079152.53;39830.62
Mutunópolis;5214101;mutunopolitano;LUIZ MARTINS DE OLIVEIRA;955.069;3564;3.73;98.7;0.68;38.46;31113048.31;30941602.57;23050.68
Nazário;5214408;nazarinense;JOÃO BATISTA CARVALHO;281.147;8189;29.13;98.8;0.71;;51501742.23;49791846.48;29537.06
Nerópolis;5214507;neropolino;GIL TAVARES;204.713;31932;155.98;97.8;0.721;18.1;226284728.55;227381764.1;33014.91
Niquelândia;5214606;niquelandense;FERNANDO CARNEIRO DA SILVA;9846.293;34964;3.55;97.8;0.715;13.23;144878859.34;200340847.3;27445.17
Nova América;5214705;novaamericano;CLEBER JUNIO DE SOUZA;209.432;2337;11.16;99.4;0.678;66.67;31742725.22;25180395.92;20692.74
Nova Aurora;5214804;novaaurorense;JOAO PIMENTA DE PADUA JUNIOR;307.335;2101;6.84;100;0.747;45.45;27595648.33;21955677.86;31766.48
Nova Crixás;5214838;novacrixaense;LAZARO VALDIVINO DA SILVA;7308.681;12815;1.75;96.7;0.643;;100281167.85;90884837.14;48273.7
Nova Glória;5214861;novaglorino;CARLOS LUIZ DE OLIVEIRA;411.753;8310;20.18;99.2;0.681;11.76;34330744.36;30086269.44;17507.08
Nova Iguaçu de Goiás;5214879;nova iguaçuense;JOSE RIBEIRO DE ARAUJO;625.625;3010;4.81;96.5;0.655;52.63;26406016.06;23727072.25;20913.15
Nova Roma;5214903;novaromano;ELEUSES RODRIGUES GONZAGA;2136.725;3076;1.44;97.9;0.634;34.48;29685720.8;30781257.2;20753.97
Nova Veneza;5215009;novavenezino;VALDEMAR BATISTA COSTA;122.354;9481;77.49;98;0.718;17.09;54289851.55;48642272.24;19352.83
Novo Brasil;5215207;novobrasilense;GABRIEL GOMES ALVES DE CASTRO;649.349;3527;5.43;98.7;0.699;;32493544.33;29907236.69;30714.96
Novo Gama;5215231;novogamense;CARLOS ALVES DOS SANTOS;192.285;103804;539.84;95.7;0.684;12.35;296189969.58;275796657.9;9645.45
Novo Planalto;5215256;planaltense;EUDES RODRIGUES DE ARAUJO;1254.491;3716;2.96;91.4;0.658;;38891936.33;35439127.12;34940.56
Orizona;5215306;orizonense;FELIPE ANTONIO DIAS;1971.265;16399;8.32;99.2;0.715;;85336790.55;87720903.58;59249.42
Ouro Verde de Goiás;5215405;ouroverdense;RODRIGO PEREIRA FONSECA;208.804;4057;19.43;98.8;0.719;23.81;35281137.46;32801807.67;40772.28
Ouvidor;5215504;ouvidorense;CEBIO MACHADO DO NASCIMENTO;411.318;7200;17.5;98.7;0.747;11.24;104992626.98;104131663;111007.81
Padre Bernardo;5215603;padrebernardense;JOSELEIDE LÁZARO LUIZ DA SILVA;3142.615;34967;11.13;96.1;0.651;25.29;150816566.24;138190541.1;30051.96
Palestina de Goiás;5215652;palestinense;EDUARDO TALVANI DE LIMA COUTO;1318.047;3132;2.38;98.6;0.713;;34385702.81;29135359.68;49911.27
Palmeiras de Goiás;5215702;palmeirense;VANDO VITOR ALVES;1537.196;31858;20.72;96.7;0.698;8.79;178945162.33;163894447.8;59193.38
Palmelo;5215801;palmelino;RENATO DAMASIO RESENDE;59.809;2259;37.77;97.8;0.73;;30665107.39;27281510.52;23403.91
Palminópolis;5215900;palminopolino;FRANC HELVIS VAZ;393.326;3851;9.79;99.6;0.722;;36380287.81;35942552.26;61499.64
Panamá;5216007;panamenho;JOSE WILLIAN COELHO DE PAULA;432.204;2455;5.68;98.9;0.686;;31669626.36;28656128.07;42327.07
Paranaiguara;5216304;paranaiguarense;JOSE CARLOS BARBOSA;1153.415;7607;6.6;98.9;0.711;11.24;55650529.59;59851533.42;23154.98
Paraúna;5216403;paraunense;PAULO JOSE MARTINS;3786.578;10659;2.81;98.8;0.672;6.49;131246296.03;113158862.6;141965.55
Perolândia;5216452;perolandense;GRETE ELISA BALZ ROCHA;1033.657;2964;2.87;99.2;0.676;;60275775.74;48840876.69;224457.66
Petrolina de Goiás;5216809;petrolinense;TIAGO PACHECO DE JESUS;530.49;9573;18.05;98.3;0.712;;46093388.94;51302684.81;17458.09
Pilar de Goiás;5216908;pilarense;TIAGO JAPIASSU BATISTA DO NASCIMENTO ANDRADE;906.048;2328;2.57;98.1;0.684;38.46;39339390.04;32002057.09;90276.06
Piracanjuba;5217104;piracanjubense;CLAUDINEY ANTONIO MACHADO;2374.232;24883;10.48;97.8;0.721;16.95;131355656.49;120910162.4;50483.15
Piranhas;5217203;piranhense;MARCO ROGERIO CANDIDO LEITE;2045.088;11712;5.73;98;0.721;18.69;70926061.97;65040386.92;59972.94
Pirenópolis;5217302;pirenopolino;NIVALDO ANTÔNIO DE MELO;2200.369;26690;12.13;97.8;0.693;16.72;72078679.74;107667365.8;25391.73
Pires do Rio;5217401;piresino;MARIA APARECIDA MARASCO TOMAZINI;1077.641;32373;30.04;97.7;0.744;14.89;156203126.04;148557845.1;44033.84
Planaltina;5217609;planaltinense;CRISTIOMARIO DE SOUSA MEDEIROS;2558.924;105031;41.04;96.4;0.669;7.96;387041816.21;372831563.8;15906.74
Pontalina;5217708;pontalinense;EDSON GUIMARAES DE FARIA;1434.289;18309;12.77;92.3;0.687;15.31;96796093.98;88226965.6;40069.82
Porangatu;5218003;porangatuense;VANUZA PRIMO DE ARAUJO VALADARES;4825.287;44317;9.18;98;0.727;13.62;235377891.21;246332452.1;31180.63
Porteirão;5218052;porteirense;JOÃO HENRIQUE SILVA;606.262;4070;6.71;94;0.684;;48624906.65;40482503.43;55908.76
Portelândia;5218102;portelandense;MARLY DAVID REZENDE RODRIGUES;553.411;3280;5.93;97.7;0.654;22.73;41852446.97;34220483.38;91091.58
Posse;5218300;possense;HELDER SILVA BONFIM;2076.99;34914;16.81;95.7;0.659;14.2;155711408.28;167372297;18552.12
Professor Jamil;5218391;jamilense;NEY FABIO DE NOVAES;356.292;3649;10.24;98.6;0.684;;23488711.69;28203092.59;22449.72
Quirinópolis;5218508;quirinopolino;ANDERSON DE PAULA SILVA;3786.026;48447;12.8;97.2;0.74;11.27;287455339.92;298185357.3;41843.87
